NP_type,Coating,core_size_nm,Surf_charge_mV,shape,Dose_microg_mL,Duration_h,Cell_name,Cell_species,cell_Organ,Cell_morphology,Cell_age,cell_type,sex,Assay,Test_indicator,nanomaterial_group,viability_class
CdSe,None,5.0,,,0.55,24.0,Myoblast,Rabbit,Muscle,Myoblast,,Normal,,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,3.25,,,6.23,48.0,Colo­205,Human,Colon,Epithelial,Adult,cancer,male,Trypan_Blue,Trypan_Blue,quantum_dots,0
CdSe,None,4.6,,,7.17,12.0,MC3T3-E1,Mouse,Bone,Preosteoblast,neonate,Normal,,Others,,quantum_dots,0
CdSe,Serum_based,6.0,,,0.02,24.0,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,0
CdSe,Rnase,3.5,,,2.5,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,Cystein_based,,,,1.0,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,Gelatin_based,4.5,,,0.0,384.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,Doxorubicin,3.0,,,1.75,4.0,4T1,Mouse,Breast,Epithelial,,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.6,,,0.02,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,Others,,quantum_dots,0
CdSe,None,4.6,,,0.02,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,Others,,quantum_dots,0
CdSe,None,7.0,,,1.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,LDH,LDHrelease,quantum_dots,0
CdSe,None,7.15,,,0.1,24.0,NSC,Rat,Brain,Stem-cell,Stem,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.2,,,0.0,12.0,Neuro­2a,Mouse,Brain,Neural,Adult,cancer,,LDH,LDHrelease,quantum_dots,1
CdTe,None,2.2,,,38.75,4.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,Cystein_based,4.1,,,0.76,24.0,Raji,Human,Lymph,Lymphocyte,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,1
CdSe,Hydroxyapatite,4.6,,,0.13,4.0,MC3T3-E1,Mouse,Bone,Preosteoblast,neonate,Normal,,Others,,quantum_dots,0
CdTe,None,5.3,,,0.02,48.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,HSV_TK_based,3.9,,,1.0,6.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.5,,,1.0,96.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,1
CdTe,None,4.5,,,0.3,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,Cystein_based,2.71,,,0.54,10.0,PANC-1,Human,Pancreas,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,8.3,,,0.02,24.0,HFF,Human,Foreskin,Fibroblast,neonate,Normal,male,Live/Dead,,quantum_dots,1
CdSe,Folic_acid_based,9.0,,,0.0,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.0,,,0.11,24.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,2.0,,,25.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,Live/Dead,,quantum_dots,0
CdTe,Autophagy-Inhibitor,3.2,,,0.04,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,induction-of-autophagy,,quantum_dots,1
CdSe,Serum_based,4.81,,,0.02,72.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,Colonigenic-assay,CrystalViolet,quantum_dots,0
CdSe,Aptamer_based,3.0,,,5.0,24.0,A2780,Human,Ovary,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,nucleic_acids,7.15,,,0.02,1.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,1
CdTe,None,2.2,,,0.38,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,6.7,,,0.04,24.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,SA_based,5.5,,,0.0,12.0,EPC,Human,BoneMarrow,Endothelial,,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,7.2,,,0.01,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.0,,,1.0,48.0,A431,Human,Skin,Epithelial,Adult,cancer,female,Trypan_Blue,Trypan_Blue,quantum_dots,0
CdSe,None,5.0,,,0.08,2.0,HSF-42,Human,Skin,Fibroblast,,,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,9.0,,,0.02,336.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,2.2,,,12.2,48.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,4.0,,,0.4,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,0
CdSeTe,HSV_TK_based,12.0,,,0.01,72.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.4,,,0.1,48.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,MTS,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.36,,,0.97,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,His_based,4.3,,,0.02,24.0,HT29,Human,Colon,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,CPP,4.0,,,0.2,1.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,Hydroxyapatite,4.6,,,0.13,8.0,MC3T3-E1,Mouse,Bone,Preosteoblast,neonate,Normal,,Others,,quantum_dots,0
CdSe,None,6.7,,,0.04,24.0,BT-20,Human,Breast,Epithelial,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.4,,,0.1,48.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,None,7.5,,,1.0,24.0,SK­BR­3,Human,Breast,Epithelial,Adult,cancer,female,Live/Dead,,quantum_dots,0
CdSe,Doxorubicin,6.0,,,0.0,29.0,Macrophage,Rat,Lung,Macrophage,Adult,Normal,,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,RGD_based,4.5,,,0.08,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,5.0,,,3.65,21.0,Trout-Leukocytes,Fish,Blood,Leukocyte,,cancer,,FACS,fluorescent,quantum_dots,0
CdTe,BSA,3.6,,,0.09,24.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,GSH,2.7,,,137.45,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,0
CdSeTe,HSV_TK_based,12.0,,,0.03,96.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,6.7,,,0.04,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.0,,,0.16,168.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,Curcumin,3.3,,,0.19,1.0,HL-60,Human,Blood,Myeloid,Adult,cancer,female,FACS,fluorescent,quantum_dots,0
CdTe,None,4.5,,,2.0,44.0,K562,Human,BoneMarrow,Lymphoblast,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.0,,,0.1,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,Live/Dead,,quantum_dots,0
CdSe,HSA,6.0,,,3.32,12.0,PC3,Human,Prostate,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,0
CdTe,None,2.4,,,46.19,48.0,VERO,Monkey,Kidney,Epithelial,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,25.0,,,0.0,72.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,5.0,,,0.57,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdSe,None,4.0,,,0.01,96.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,APO_BrdU_TUNEL,BrdUTP,quantum_dots,0
CdS,None,4.5,,,1.45,24.0,Hepatocyte,Rat,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,6.7,,,0.04,24.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.5,,,0.16,24.0,A375,Human,Skin,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,7.0,,,1.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,0
CdTe,Cystein_based,3.3,,,1.73,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,Trypan_Blue,Trypan_Blue,quantum_dots,0
CdSe,CPP,4.3,,,0.1,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdTe,Uricacid-Reducer,5.06,,,0.21,24.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSeTe,None,12.0,,,0.01,2.0,BMDC,Mouse,BoneMarrow,Dendritic,,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,9.0,,,0.21,288.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
QDs,TGA,11.7,-30.0,,0.0,10.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,5.3,,,0.02,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,Superoxide-Dismutases,9.0,,,0.02,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSeTe,None,4.3,,,0.01,6.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.0,,,0.1,24.0,Colo­205,Human,Colon,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,0
CdTe,MTX,,,,3.47,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,PULsin,4.0,,,0.2,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,0
CdTe,Cystein_based,4.0,,,0.15,48.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,CPP,4.0,,,0.1,2.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSeTe,None,8.65,,,0.02,24.0,RAG,Mouse,Kidney,Fibroblast,,cancer,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,7.9,,,0.1,24.0,ECV304,Human,Bladder,Endothelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.5,,,1.01,12.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,Live/Dead,,quantum_dots,0
CdSe,CPP,4.0,,,0.2,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,Arginine_based,4.0,,,0.45,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,Cystein_based,4.5,,,0.78,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,Trypan_Blue,Trypan_Blue,quantum_dots,0
CdSeS,None,6.0,,,0.54,48.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,7.15,,,0.02,24.0,rMSCs,Rat,BoneMarrow,Fibroblast,,Normal,,Live/Dead,,quantum_dots,0
CdSeTe,None,3.0,,,11.08,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,Aptamer_based,5.5,,,0.79,4.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,1
CdSeS,None,10.0,,,0.01,48.0,U251,Human,Brain,Epithelial,Adult,cancer,,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,Arginine_based,4.0,,,1.79,48.0,ECV304,Human,Bladder,Endothelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdSeTe,HSV_TK_based,12.0,,,0.01,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.0,,,10.0,48.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,RGD_based,2.7,,,1.6,6.0,SGC-7901,Human,Stomach,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,GSH,3.9,,,0.5,24.0,L-02,Human,Liver,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,1
CdSe,CPV-Protein,5.5,,,0.42,24.0,BHK-21,Hamster,Kidney,Fibroblast,,cancer,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.0,,,0.01,72.0,ESC,Mouse,Embryo,Stem-cell,Stem,Normal,,Trypan_Blue,Trypan_Blue,quantum_dots,0
CdSe,Folic_acid_based,6.0,,,0.1,2.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,nucleic_acids,9.0,,,0.0,24.0,C6,Rat,Brain,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,Cystein_based,,,,5.0,2.0,Nephrocyte,Mouse,Kidney,Nephrocyte,,Normal,,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,None,8.3,,,0.02,24.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.0,,,0.11,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,5.4,,,0.5,24.0,SVEC4­10,Mouse,axillary lymph node,Endothelial,Adult,Normal,male,MTS,TetrazoliumSalt,quantum_dots,1
CdSeTe,None,12.0,,,0.02,336.0,ABMCs,Pig,BoneMarrow,Stem-cell,Stem,,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,12.0,,,0.0,24.0,primary,Cow,Knee,Chondrocytes,Adult,Normal,,MTS,TetrazoliumSalt,quantum_dots,0
CdTe,None,5.3,,,0.02,72.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdS,None,4.7,,,0.02,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,8.0,,,0.1,24.0,A431,Human,Skin,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSeS,nucleic_acids,10.0,,,0.0,48.0,U87,Human,Brain,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,0
CdSeTe,SA_based,8.65,,,0.01,24.0,H1650,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,4.0,,,0.27,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,4.0,,,0.2,24.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdSeTe,None,4.3,,,0.04,2.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdS,None,1.6,,,0.16,72.0,R-Subcapitata,Microalgae,Somatic Cell-hybrid,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,0
CdTe,None,2.3,,,0.96,48.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,2.1,,,6.75,24.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,Biotin_based,3.0,,,10.35,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,7.15,,,0.01,168.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,SA_based,5.5,,,0.1,72.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,WST-1,TetrazoliumSalt,quantum_dots,0
CdTe,MMP,2.9,,,1000.0,24.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,2.69,,,0.28,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,Folic_acid_based,3.6,,,0.05,1.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,XTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,1.8,,,0.02,4.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,1
CdSe,None,5.0,,,0.1,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,Live/Dead,,quantum_dots,0
CdSe,Arginine_based,6.5,,,0.41,48.0,PANC-1,Human,Pancreas,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,Hydroxyapatite,4.6,,,0.13,12.0,MC3T3-E1,Mouse,Bone,Preosteoblast,neonate,Normal,,Others,,quantum_dots,0
CdS,None,67.5,,,4.1,6.0,C-Albicans,Yeast,Microorganism,Somatic,,Normal,,FDA,,quantum_dots,0
CdSe,SA_based,5.5,,,0.1,24.0,U87,Human,Brain,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.7,,,0.53,12.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,Peptide-T7,5.0,,,32.0,1.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.63,,,1.29,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.4,,,0.5,24.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,1
CdTe,FuGENE-HD,7.0,,,2.0,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,Cystein_based,,,,0.2,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdSe,None,7.0,,,1.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,LDH,LDHrelease,quantum_dots,0
CdSe,D_penicillamine_based,5.4,,,0.1,24.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.45,,,0.04,24.0,HK-2,Human,Kidney,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,4.5,,,0.3,168.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,Folic_acid_based,6.0,,,3.32,12.0,hCASMC,Human,Artery,Endothelial,,Normal,,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,His_based,4.3,,,0.02,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,Anthracene,5.0,,,10.0,48.0,PC3,Human,Prostate,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,D-GSH,3.2,,,0.04,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,induction-of-autophagy,,quantum_dots,1
CdSe,Poloxamer,7.7,,,0.03,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,Trypan_Blue,Trypan_Blue,quantum_dots,0
CdTe,Folic_acid_based,6.0,,,0.0,0.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,RGD_based,4.0,,,0.02,24.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdSe,CPP,4.0,,,0.2,24.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,Autophagy-Inhibitor,4.2,,,0.04,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,induction-of-autophagy,,quantum_dots,0
CdSe,Cystein_based,,,,0.02,72.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,0
QDs,Gelatin_based,14.3,-29.0,,0.0,12.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,ApoTox­Glo_Triplex,Caspase_Glo,quantum_dots,0
CdSe,None,8.3,,,0.4,24.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,7.15,,,0.15,24.0,SNB19,Human,Brain,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,Immunosuppressive-Drug,5.06,,,0.21,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSeTe,HSV_TK_based,12.0,,,0.01,48.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,3.6,,,0.09,5.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
QDs,TGA,11.7,-30.0,,0.0,12.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,ApoTox­Glo_Triplex,Caspase_Glo,quantum_dots,0
CdSe,None,5.0,,,0.01,2.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,None,5.3,,,0.02,4.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdSeTe,GSH,5.8,,,14.07,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,0
CdSe,None,4.0,,,1.0,48.0,A431,Human,Skin,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSeTe,SA_based,8.65,,,0.01,24.0,H1650,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,Peptide-Chemosensitizer,5.06,,,0.21,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdTe,None,3.6,,,0.02,72.0,Hydra,Hydra,Polyp,Somatic,Stem,Normal,,APO_BrdU_TUNEL,BrdUTP,quantum_dots,0
CdTe,None,3.8,,,0.44,36.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,0
CdSeTe,HSV_TK_based,12.0,,,0.01,48.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,CPP,4.3,,,0.1,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdSe,None,4.0,,,6.75,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdSe,Lipofectamine,4.0,,,0.04,1.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTS,TetrazoliumSalt,quantum_dots,0
CdSe,None,10.0,,,0.25,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,0
CdTe,None,5.3,,,0.02,72.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,1
CdSe,None,3.3,,,0.39,1.0,Lymphocyte,Human,Blood,Lymphocyte,Adult,Normal,,WST-1,TetrazoliumSalt,quantum_dots,1
CdSe,None,4.0,,,0.4,4.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTS,TetrazoliumSalt,quantum_dots,0
CdSeTe,HSV_TK_based,12.0,,,0.01,48.0,BEL,Human,Liver,Hepatocyte,Adult,cancer,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,None,5.5,,,0.31,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdSeS,None,10.0,,,0.01,24.0,U87,Human,Brain,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,0
CdTe,Cystein_based,,,,0.3,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,1
CdSeTe,HSV_TK_based,12.0,,,0.01,96.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,0
CdTe,GSH,3.7,,,1.55,4.0,Erythrocyte,Rabbit,Blood,Erythrocyte,,Normal,,Hemolysis,,quantum_dots,0
CdSe,None,2.38,,,0.02,24.0,Neuron,Rat,Brain,Neural,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,0
CdSe,CPP,4.0,,,0.4,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,0
