NP_type,Coating,core_size_nm,Surf_charge_mV,shape,Dose_microg_mL,Duration_h,Cell_name,Cell_species,cell_Organ,Cell_morphology,Cell_age,cell_type,sex,Assay,Test_indicator,nanomaterial_group,Viability
CdTe,None,5.3,,,0.02,4.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,94.3
CdSe,None,8.3,,,0.02,3.0,HFF,Human,Foreskin,Fibroblast,neonate,Normal,male,Live/Dead,,quantum_dots,11.9
CdSe,None,65.0,,,0.0,48.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,60.48
CdSe,Cystein_based,3.12,,,20.0,24.0,EAC,Mouse,Breast,Epithelial,,cancer,,Trypan_Blue,Trypan_Blue,quantum_dots,95.0
QDs,Cystein_based,10.0,,,0.01,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,Alamar_Blue,AlamarBlue,quantum_dots,99.71
QDs,D_penicillamine_based,5.4,,,0.5,24.0,HMEC­1,Human,Skin,Endothelial,neonate,Normal,male,MTS,TetrazoliumSalt,quantum_dots,111.86
CdTe,None,5.2,,,0.19,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,52.38
CdSe,DMSA,6.0,,,0.0,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,97.0
CdSe,HSA,5.5,,,5.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,89.29
CdSe,None,4.0,,,0.4,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,50.0
CdSe,SA_based,3.4,,,0.12,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,91.43
CdTe,None,5.1,,,0.82,24.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,27.64
QD,Dopamine,5.4,,Sphere,,24.0,SVEC4­10,Mouse,axillary lymph node,Endothelial,Adult,Normal,male,MTS,TetrazoliumSalt,quantum_dots,105.33
CdTe,None,3.5,,,3.0,12.0,K562,Human,BoneMarrow,Lymphoblast,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,41.0
CdTe,None,4.31,,,5.2,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,2.0
CdSe,None,5.6,,,0.08,24.0,P-Chrysosporium,Yeast,Microorganism,Somatic,,Normal,,Others,,quantum_dots,92.5
CdSe,None,4.0,,,0.08,24.0,HSF-42,Human,Skin,Fibroblast,,,,Trypan_Blue,Trypan_Blue,quantum_dots,89.0
CdTe,None,2.7,,,1.37,24.0,RBL-2H3,Rat,Blood,Basophil,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,23.0
CdTe,Ganciclovir,3.9,,,1.0,96.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,19.54
CdTe,None,4.45,,,32.0,6.0,Huh-7,Human,Liver,Hepatocyte,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,78.0
CdSe,GlycyrrhizicAcid,3.5,,,2.85,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,50.0
CdS,GSH,5.0,,,0.53,24.0,Mussel,Mussel,Immune-system,Hemocyte,,Normal,,NR,toluylene red,quantum_dots,41.03
CdSe,CPP,4.0,,,0.2,4.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTS,TetrazoliumSalt,quantum_dots,81.0
CdTe,GSH,3.2,,,0.5,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,45.0
CdSe,None,4.0,,,0.2,24.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTS,TetrazoliumSalt,quantum_dots,73.0
CdSe,None,3.8,,,0.05,5.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,60.0
CdSe,None,4.0,,,1.0,48.0,A431,Human,Skin,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,75.96
CdTe,None,4.5,,,0.3,120.0,Cal27,Human,Tongue,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,39.8
CdSe,None,9.0,,,0.02,192.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,88.46
CdSe,Serum_based,6.0,,,0.02,54.0,TK6,Human,Spleen,Lymphoblast,Young,cancer,male,Colonigenic-assay,CrystalViolet,quantum_dots,95.65
CdSe,HSA,7.7,,,2.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,89.74
CdSe,None,3.8,,,0.0,24.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,73.38
CdTe,LipoicAcid,2.5,,,0.35,24.0,DRG,Mouse,Spine,Neural,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,107.55
CdSe,GSH,5.0,,,32.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,67.35
CdSe,None,5.4,,,0.1,36.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,ECIS,Impedance,quantum_dots,60.61
CdSe,AMP,5.27,,,0.1,100.0,T-Thermophila-BF5,Protozoa,Microorganism,Somatic,,Normal,,Others,,quantum_dots,131.54
CdSe,Aptamer_based,3.0,,,5.0,24.0,A2780,Human,Ovary,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,31.25
CdSe,Hydroxyapatite,4.6,,,0.67,24.0,MC3T3-E1,Mouse,Bone,Preosteoblast,neonate,Normal,,Others,,quantum_dots,38.8
CdTe,None,4.0,,,110.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,50.0
CdTe,None,7.0,,,100.0,24.0,PC3,Human,Prostate,Epithelial,Adult,cancer,male,Colonigenic-assay,CrystalViolet,quantum_dots,76.56
CdTe,Cystein_based,,,,0.42,16.0,S-Cerevisiae,Yeast,Microorganism,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,7.0
CdSe,None,4.1,,,3.52,24.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTT,TetrazoliumSalt,quantum_dots,46.0
CdSe,None,31.0,,,0.0,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,62.29
CdSe,Cystein_based,4.8,,,0.1,6.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,102.67
CdSe,CPP,4.0,,,0.4,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,50.0
CdSe,Cystein_based,4.8,,,1.06,48.0,ECV304,Human,Bladder,Endothelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,50.0
CdTe,None,3.4,,,1.38,24.0,C33,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,32.08
CdTe,None,3.5,,,0.63,6.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,113.04
CdTe,None,7.0,,,2.0,6.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,73.79
CdSe,None,3.2,,,1.88,2.0,B16,Mouse,Skin,Epithelial,,cancer,,FACS,fluorescent,quantum_dots,86.0
CdSe,None,4.6,,,0.75,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,62.64
CdSe,None,9.0,,,0.01,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,Others,,quantum_dots,84.2
CdSe,PULsin,4.0,,,0.1,4.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTS,TetrazoliumSalt,quantum_dots,50.0
CdSe,Serum_based,5.0,,,0.02,72.0,HFF,Human,Foreskin,Fibroblast,neonate,Normal,male,Colonigenic-assay,CrystalViolet,quantum_dots,75.0
CdSe,None,5.0,,,0.08,2.0,HSF-42,Human,Skin,Fibroblast,,,,Trypan_Blue,Trypan_Blue,quantum_dots,100.0
CdSe,None,9.0,,,0.05,24.0,C10,Mouse,Lung,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,quantum_dots,95.0
CdSe,Arginine_based,4.0,,,0.05,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,65.96
CdSe,None,9.0,,,0.02,24.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,100.0
CdSe,None,4.3,,,40.22,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,65.0
CdSe,None,4.0,,,3.36,2.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,56.0
CdSe,GSH,3.36,,,0.4,72.0,HFB-4,Human,Foreskin,Epithelial,,Normal,male,MTT,TetrazoliumSalt,quantum_dots,86.49
QDs,Cystein_based,2.8,,,0.12,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,Alamar_Blue,AlamarBlue,quantum_dots,101.47
CdSe,GlycyrrhizicAcid,3.2,,,0.86,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,50.0
CdSe,None,7.7,,,0.03,48.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,11.11
CdTe,None,4.7,,,0.31,24.0,FEMX-1,Human,Lymph,Endothelial,Stem,cancer,,Others,,quantum_dots,27.0
CdSe,None,5.6,,,0.08,6.0,P-Chrysosporium,Yeast,Microorganism,Somatic,,Normal,,MTT,TetrazoliumSalt,quantum_dots,68.28
CdTe,None,4.6,,,1.8,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,78.2
CdSe,None,65.0,,,0.0,72.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,40.38
CdSe,None,5.7,,,0.1,0.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,81.63
CdTe,None,3.7,,,0.53,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,69.45
CdTe,None,4.0,,,0.54,1.0,SK­BR­3,Human,Breast,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,90.5
CdSe,His_based,4.6,,,1.2,48.0,ECV304,Human,Bladder,Endothelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,50.0
CdTe,None,2.5,,,100.0,8.0,MG­63,Human,Bone,Fibroblast,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,84.0
CdSe,D_penicillamine_based,4.0,,,0.01,4.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,78.2
CdSe,Cystein_based,,,,0.02,120.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,67.5
CdTe,None,3.4,,,10.22,4.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,55.0
CdSe,CPP,9.0,,,0.0,72.0,hADAS,Human,Adipose-tissue,Endothelial,Stem,Normal,,MTT,TetrazoliumSalt,quantum_dots,112.5
CdSe,None,4.0,,,1.0,48.0,A431,Human,Skin,Epithelial,Adult,cancer,female,LDH,LDHrelease,quantum_dots,102.0
CdSe,None,3.4,,,0.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,78.57
CdSe,None,3.4,,,0.01,24.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,quantum_dots,50.0
CdSe,None,4.3,,,0.05,12.0,HDF,Human,Skin,Fibroblast,Adult,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,3.0
CdS,None,4.5,,,5.8,24.0,Glia,Human,Brain,Neural,,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,42.0
CdTe,Delivery-Peptide,2.8,,,39.44,5.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,74.4
CdSe,Trp_based,4.1,,,1.62,48.0,ECV304,Human,Bladder,Endothelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,37.21
CdTe,L_GSH_based,4.2,,,0.07,24.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,MTS,TetrazoliumSalt,quantum_dots,68.0
CdSe,None,5.0,,,0.08,2.0,HSF-42,Human,Skin,Fibroblast,,,,MTT,TetrazoliumSalt,quantum_dots,82.0
CdSe,None,4.6,,,2.87,24.0,VERO,Monkey,Kidney,Epithelial,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,41.0
CdSe,SA_based,5.5,,,0.1,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,WST-1,TetrazoliumSalt,quantum_dots,78.95
CdTe,None,2.8,,,0.27,72.0,SMMC-7721,Human,Liver,Hepatocyte,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,2.2
CdSe,None,5.7,,,0.1,2.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,71.43
CdTe,FuGENE-HD,7.0,,,2.0,48.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,65.77
CdSe,Hypotonic,3.4,,,0.01,0.0,H9C2,Rat,Heart,Myoblast,,cancer,male,Live/Dead,,quantum_dots,90.32
CdS,None,3.0,,,24.48,24.0,VERO,Monkey,Kidney,Epithelial,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,22.35
CdSe,Lipofectamine,4.0,,,0.05,1.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTS,TetrazoliumSalt,quantum_dots,50.0
CdSe,None,9.0,,,0.02,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,96.0
CdTe,Rnase,2.7,,,1.6,6.0,SGC-7901,Human,Stomach,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,87.5
CdSe,None,6.5,,,32.0,24.0,B16,Mouse,Skin,Epithelial,,cancer,,MTT,TetrazoliumSalt,quantum_dots,48.98
CdSeS,None,6.0,,,0.54,48.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,22.2
CdTe,Cystein_based,,,,0.87,16.0,S-Cerevisiae,Yeast,Microorganism,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,15.0
CdGeS,Cystein_based,8.5,,,0.11,1.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,78.38
CdTe,None,4.3,,,0.1,12.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,34.92
CdSe,Hydroxyapatite,4.6,,,0.67,4.0,MC3T3-E1,Mouse,Bone,Preosteoblast,neonate,Normal,,Others,,quantum_dots,71.8
CdSe,Cyclic-Strain,9.0,,,0.0,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,81.33
CdTe,None,4.0,,,1.0,48.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,Calcein,CalceinAM,quantum_dots,90.77
CdSe,None,7.15,,,0.15,24.0,SNB19,Human,Brain,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,76.0
CdSe,None,2.8,,,0.25,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,62.0
CdSe,None,9.0,,,0.21,672.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,84.62
CdSe,Anthracene,5.0,,,10.0,24.0,PC3,Human,Prostate,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,67.0
CdSe,None,4.0,,,0.02,24.0,GT1-7,Mouse,Hypothalmus,Neural,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,90.45
CdSe,His_based,4.3,,,0.02,24.0,NHAC-Kn,Human,Knee,Chondrocytes,,Normal,,WST-1,TetrazoliumSalt,quantum_dots,95.0
CdTe,Paclitaxel,4.8,,,3.73,24.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,40.0
CdSe,None,4.6,,,0.02,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,Others,,quantum_dots,54.84
CdTe,GSH,3.7,,,1.55,4.0,Erythrocyte,Rabbit,Blood,Erythrocyte,,Normal,,Hemolysis,,quantum_dots,90.0
CdSe,None,6.3,,,0.02,72.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,58.22
CdTe,None,2.8,,,2.96,1.0,Erythrocyte,Rabbit,Blood,Erythrocyte,,Normal,,Hemolysis,,quantum_dots,95.5
CdSe,nucleic_acids,4.0,,,0.0,72.0,HT29,Human,Colon,Epithelial,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,82.05
CdSeTe,None,4.3,,,0.08,4.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,105.0
CdSe,None,12.0,,,0.0,24.0,primary,Cow,Knee,Chondrocytes,Adult,Normal,,MTS,TetrazoliumSalt,quantum_dots,75.79
CdTe,None,5.3,,,0.02,8.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,91.0
CdSe,None,9.0,,,0.01,24.0,ESC,Mouse,Embryo,Stem-cell,Stem,Normal,,Trypan_Blue,Trypan_Blue,quantum_dots,95.38
CdSe,None,5.2,,,0.0,6.0,Neuro­2a,Mouse,Brain,Neural,Adult,cancer,,LDH,LDHrelease,quantum_dots,8.33
CdSe,None,5.4,,,0.5,24.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,56.25
CdTe,None,2.7,,,1.6,6.0,SGC-7901,Human,Stomach,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,48.9
CdTe,None,6.2,,,0.0,20.0,B-LCL,Human,Blood,Monocyte,neonate,cancer,,Colonigenic-assay,CrystalViolet,quantum_dots,78.0
CdSe,None,9.0,,,0.02,24.0,primary,Cow,Eye,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,101.0
CdSe,None,4.6,,,0.02,168.0,ABMCs,Pig,BoneMarrow,Stem-cell,Stem,,,MTT,TetrazoliumSalt,quantum_dots,94.0
CdTe,None,3.2,,,0.16,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,33.92
CdSe,None,6.0,,,0.1,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,100.0
CdTe,None,3.1,,,0.02,96.0,P-tricornutum,Microalgae,Microorganism,Somatic,,Normal,,Colonigenic-assay,CrystalViolet,quantum_dots,81.11
CdSe,None,9.0,,,0.02,480.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,84.62
CdSe,None,4.5,,,0.05,24.0,HFF,Human,Foreskin,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,20.0
CdSe,None,4.0,,,0.01,72.0,ESC,Mouse,Embryo,Stem-cell,Stem,Normal,,Trypan_Blue,Trypan_Blue,quantum_dots,96.92
CdSe,None,7.2,,,0.01,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,39.77
CdSe,None,4.0,,,0.2,1.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTS,TetrazoliumSalt,quantum_dots,81.0
CdSe,Saponin,3.4,,,0.01,0.0,H9C2,Rat,Heart,Myoblast,,cancer,male,Live/Dead,,quantum_dots,96.77
CdSe,None,4.6,,,7.17,12.0,MC3T3-E1,Mouse,Bone,Preosteoblast,neonate,Normal,,Others,,quantum_dots,56.9
CdTe,None,4.0,,,0.42,24.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,APO_BrdU_TUNEL,BrdUTP,quantum_dots,62.9
QDs,Cystein_based,5.4,,,0.05,24.0,SVEC4­10,Mouse,axillary lymph node,Endothelial,Adult,Normal,male,MTS,TetrazoliumSalt,quantum_dots,29.7
CdSe,None,4.0,,,0.1,24.0,KB,Human,Cervix,Epithelial,,cancer,female,MTS,TetrazoliumSalt,quantum_dots,79.9
CdSe,Folic_acid_based,3.0,,,0.5,24.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,SRB,resazurin/sulforhodamine_B,quantum_dots,93.67
CdSe,None,4.0,,,0.2,24.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTS,TetrazoliumSalt,quantum_dots,74.0
CdSe,CPP,4.0,,,0.2,4.0,EAhy926,Human,Somatic Cell-hybrid,Endothelial,,Normal,male,MTS,TetrazoliumSalt,quantum_dots,76.0
CdSeTe,None,5.0,,,0.44,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,23.0
CdTe,None,3.6,,,0.1,12.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,WST-1,TetrazoliumSalt,quantum_dots,40.0
CdSe,GSH,3.36,,,0.4,48.0,HFB-4,Human,Foreskin,Epithelial,,Normal,male,MTT,TetrazoliumSalt,quantum_dots,140.54
CdTe,Cystein_based,2.9,,,0.22,8.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,Luciferase-assay,,quantum_dots,22.41
CdSe,None,2.38,,,0.02,24.0,Neuron,Rat,Brain,Neural,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,75.0
CdSe,None,9.0,,,0.0,72.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,100.0
CdHgTe,None,3.0,,,0.15,120.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,quantum_dots,25.93
CdSe,None,4.7,,,0.02,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,67.5
CdSe,None,6.7,,,0.04,24.0,Hepatocyte,Human,Liver,Hepatocyte,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,79.0
CdSe,Cystein_based,4.8,,,1.06,48.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,MTT,TetrazoliumSalt,quantum_dots,50.0
CdZnSeS,Polyglutamate,12.5,,,0.39,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,20.4
CdTe,Transferrin_based,3.0,,,0.2,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,12.31
CdSe,None,6.5,,,1.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,70.4
CdSe,Arginine_based,4.0,,,1.79,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,25.0
CdTe,None,3.1,,,28.0,8.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,50.0
CdSe,CPP,4.0,,,0.2,4.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,61.0
CdSeTe,HSV_TK_based,12.0,,,0.01,48.0,Hep3B,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,70.1
CdSeTe,HSV_TK_based,12.0,,,0.01,72.0,HL-7702,Human,Liver,Hepatocyte,,Normal,,MTT,TetrazoliumSalt,quantum_dots,100.0
CdTe,Melphalan,4.0,,,0.15,48.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,18.0
CdSeTe,Camptothecin,12.0,,,0.01,24.0,B16,Mouse,Skin,Epithelial,,cancer,,MTT,TetrazoliumSalt,quantum_dots,3.33
CdSe,None,5.0,,,0.11,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,17.5
CdTe,None,4.5,,,0.0,240.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,79.0
CdSe,None,7.0,,,0.05,48.0,U87,Human,Brain,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,98.31
CdTe,Gelatin_based,2.5,,,0.0,384.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,93.0
CdSe,None,5.4,,,0.5,24.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,20.83
CdSe,Arginine_based,4.0,,,0.05,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,25.53
CdSe,None,7.2,,,0.01,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,93.56
CdSeTe,None,4.3,,,0.68,24.0,A431,Human,Skin,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,50.0
CdSe,Scrambled_Peptide,5.0,,,0.41,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,78.69
CdSe,None,4.6,,,2.87,12.0,VERO,Monkey,Kidney,Epithelial,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,35.0
CdSe,Hydroxyapatite,4.6,,,3.3,12.0,MC3T3-E1,Mouse,Bone,Preosteoblast,neonate,Normal,,Others,,quantum_dots,53.0
CdSe,None,4.5,,,0.5,24.0,Jurkat,Human,Blood,Lymphoblast,Adult,cancer,male,Live/Dead,,quantum_dots,21.0
CdTe,None,4.2,,,24.0,0.0,K562,Human,BoneMarrow,Lymphoblast,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,85.5
CdSe,None,5.6,,,0.08,24.0,P-Chrysosporium,Yeast,Microorganism,Somatic,,Normal,,MTT,TetrazoliumSalt,quantum_dots,12.41
CdSe,Folic_acid_based,9.0,,,0.0,24.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,87.6
